product_id,brand,category,subcategory,sport_type,gender_target,price,discount,stock_status,size,color,material,weight,cushioning_level,arch_support,breathability,waterproof,seasonality,avg_rating,review_count,sales_rank,product_description
NK14233327,Nike,apparel,tops-and-t-shirts,lifestyle,women,41.85,0.0,in_stock,S,white,cotton,225,1,medium,4,False,all-season,4.84,70,2407,"Nike Sportswear - Women's Top. Women's tops and t shirts in white. Breathable cotton build, all-season wear."
NK14233320,Nike,apparel,tops-and-t-shirts,lifestyle,women,41.85,0.0,in_stock,S,multi,cotton,249,1,medium,4,False,all-season,4.35,119,2065,"Nike Sportswear - Women's Top. Women's tops and t shirts in multi. Breathable cotton build, all-season wear."
NK13645352,Nike,apparel,tops-and-t-shirts,football,women,88.84,0.0,out_of_stock,S,blue,polyester,303,1,medium,4,False,all-season,3.31,106,3586,"Nike Atl̩tico Madrid 2021/22 Stadium - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in blue. Breathable polyester build, all-season wear."
NK14203842,Nike,apparel,tops-and-t-shirts,football,women,95.19,0.0,in_stock,S,multi,polyester,211,1,medium,4,False,all-season,4.98,114,1791,"Nike Inter Milan 2022/23 Stadium Home - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK13425941,Nike,apparel,tops-and-t-shirts,training,women,41.85,0.0,in_stock,XL,black,polyester,256,1,medium,4,False,all-season,4.33,38,4190,"Nike Dri-FIT One - Women's Standard Fit Long-Sleeve Top. Women's tops and t shirts in black. Breathable polyester build, all-season wear."
NK14038155,Nike,apparel,tops-and-t-shirts,lifestyle,women,41.85,0.0,in_stock,XS,multi,polyester,287,1,medium,4,False,all-season,4.44,38,4044,"Nike Dri-FIT One - Women's Standard Fit Long-Sleeve Top. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK13346945,Nike,apparel,tops-and-t-shirts,lifestyle,women,35.5,0.0,in_stock,XL,black,cotton,280,1,medium,4,False,all-season,4.27,27,5074,"Nike Sportswear - Women's Cropped Dance T-Shirt. Women's tops and t shirts in black. Breathable cotton build, all-season wear."
NK13386223,Nike,apparel,tops-and-t-shirts,football,women,35.5,0.0,in_stock,L,white,cotton,270,1,medium,4,False,all-season,4.46,97,2226,"Nike Tottenham Hotspur - Women's Football T-Shirt. Women's tops and t shirts in white. Breathable cotton build, all-season wear."
NK13903654,Nike,apparel,tops-and-t-shirts,training,women,29.15,0.0,in_stock,XS,black,polyester,131,1,medium,5,False,summer,3.09,9,9009,"Nike Dri-FIT Icon Clash - Women's High-Neck Training Tank. Women's tops and t shirts in black. Highly breathable polyester build, summer wear."
NK13823513,Jordan,apparel,tops-and-t-shirts,basketball,women,48.2,0.0,in_stock,XL,white,cotton,301,1,medium,4,False,winter,4.86,19,5150,"Jordan 23 Engineered - Women's Graphic T-Shirt. Women's tops and t shirts in white. Breathable cotton build, winter wear."
NK13922128,Nike,apparel,tops-and-t-shirts,football,women,95.19,0.0,in_stock,S,multi,polyester,222,1,medium,4,False,summer,4.62,5,8608,"Nike Kaizer Chiefs F.C. 2022/23 Stadium Away - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in multi. Breathable polyester build, summer wear."
NK13635471,Nike,apparel,tops-and-t-shirts,training,women,29.15,0.0,in_stock,XS,black,polyester,282,1,medium,4,False,all-season,4.51,54,3135,"Nike Dri-FIT (M) - Women's T-Shirt (Maternity). Women's tops and t shirts in black. Breathable polyester build, all-season wear."
NK13904136,Nike,apparel,tops-and-t-shirts,running,women,29.15,0.0,low_stock,M,multi,polyester,265,1,medium,4,False,summer,4.82,207,1162,"Nike Dri-FIT (M) - Women's T-Shirt (Maternity). Women's tops and t shirts in multi. Breathable polyester build, summer wear."
NK13919809,Nike,apparel,tops-and-t-shirts,football,women,35.5,0.0,in_stock,XS,red,cotton,130,1,medium,5,False,summer,4.08,7,8399,"Nike Liverpool F.C. - Women's Cropped Football Tank. Women's tops and t shirts in red. Highly breathable cotton build, summer wear."
NK13844469,Nike,apparel,tops-and-t-shirts,training,women,82.49,0.0,in_stock,XXL,black,cotton,248,1,medium,4,False,summer,4.58,2,9577,"Nike The Polo - Women's Polo. Women's tops and t shirts in black. Breathable cotton build, summer wear."
NK13808605,Nike,apparel,tops-and-t-shirts,running,women,82.49,0.0,in_stock,L,red,cotton,317,1,medium,4,False,summer,4.64,21,5481,"Nike The Polo - Women's Polo. Women's tops and t shirts in red. Breathable cotton build, summer wear."
NK12944268,Nike,apparel,tops-and-t-shirts,running,women,88.84,0.0,in_stock,M,black,cotton,224,1,medium,4,False,all-season,4.04,34,5217,"Nike x sacai - Crop Top. Women's tops and t shirts in black. Breathable cotton build, all-season wear."
NK14078542,Nike,apparel,tops-and-t-shirts,tennis,women,57.09,0.0,low_stock,M,multi,polyester,113,1,medium,4,False,winter,4.49,18,5993,"Nike NikeCourt Dri-FIT Victory - Women's Short-Sleeve Tennis Top. Women's tops and t shirts in multi. Breathable polyester build, winter wear."
NK13823594,Nike,apparel,tops-and-t-shirts,tennis,women,57.09,0.0,out_of_stock,XXL,orange,polyester,132,1,medium,4,False,all-season,4.76,4,8647,"Nike NikeCourt Dri-FIT Victory - Women's Short-Sleeve Tennis Top. Women's tops and t shirts in orange. Breathable polyester build, all-season wear."
NK13922401,Nike,apparel,tops-and-t-shirts,football,women,76.14,0.0,in_stock,XS,black,knit,273,1,medium,4,False,all-season,4.77,99,2084,"Nike Inter Milan Strike - Women's Nike Dri-FIT Knit Football Drill Top. Women's tops and t shirts in black. Breathable knit build, all-season wear."
NK13094390,Nike,apparel,tops-and-t-shirts,tennis,women,57.09,0.0,in_stock,M,black,polyester,167,1,medium,4,False,summer,4.47,35,4297,"Nike NikeCourt Dri-FIT Victory - Women's Short-Sleeve Tennis Top. Women's tops and t shirts in black. Breathable polyester build, summer wear."
NK13457964,Nike,apparel,tops-and-t-shirts,tennis,women,57.09,0.0,out_of_stock,XL,multi,polyester,143,1,medium,4,False,winter,3.94,254,1497,"Nike NikeCourt Dri-FIT Victory - Women's Short-Sleeve Tennis Top. Women's tops and t shirts in multi. Breathable polyester build, winter wear."
NK1009421673,Nike,apparel,tops-and-t-shirts,football,women,95.19,0.0,in_stock,M,navy,polyester,209,1,medium,4,False,all-season,4.69,83,2481,"Nike Paris Saint-Germain 2022/23 Stadium Home - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in navy. Breathable polyester build, all-season wear."
NK13891308,Nike,apparel,tops-and-t-shirts,lifestyle,women,50.74,0.0,in_stock,L,black,cotton,145,1,medium,4,False,all-season,4.27,7,8280,"Nike Tottenham Hotspur Collection Essentials - Women's Oversized Short-Sleeve Top. Women's tops and t shirts in black. Breathable cotton build, all-season wear."
NK14213032,Nike,apparel,tops-and-t-shirts,training,women,57.09,0.0,in_stock,L,black,cotton,287,1,medium,4,False,summer,4.02,43,4473,"Nike Nike - T-Shirt. Women's tops and t shirts in black. Breathable cotton build, summer wear."
NK14213051,Nike,apparel,tops-and-t-shirts,running,women,57.09,0.0,in_stock,XXL,navy,cotton,270,1,medium,4,False,all-season,4.14,50,3934,"Nike Nike - T-Shirt. Women's tops and t shirts in navy. Breathable cotton build, all-season wear."
NK13425873,Nike,apparel,tops-and-t-shirts,training,women,38.7,0.197,in_stock,XXL,grey,polyester,151,1,medium,5,False,summer,4.64,202,1113,"Nike Dri-FIT One Luxe - Women's Standard Fit Tank. Women's tops and t shirts in grey. Highly breathable polyester build, summer wear."
NK13426135,Nike,apparel,tops-and-t-shirts,lifestyle,women,50.74,0.0,low_stock,XS,white,polyester,111,1,medium,4,False,summer,4.15,10,7783,"Nike Dri-FIT UV One Luxe - Women's Standard-Fit Short-Sleeve Top. Women's tops and t shirts in white. Breathable polyester build, summer wear."
NK13742560,Nike,apparel,tops-and-t-shirts,training,women,35.5,0.0,low_stock,L,multi,polyester,218,1,medium,4,False,summer,4.06,4,9206,"Nike Dri-FIT - Women's Boxy Training T-Shirt. Women's tops and t shirts in multi. Breathable polyester build, summer wear."
NK13460969,Nike,apparel,tops-and-t-shirts,lifestyle,women,314.9,0.0,in_stock,S,black,cotton,397,1,medium,2,False,all-season,4.83,23,5479,"Nike ESC - Women's Shirt Jacket. Women's tops and t shirts in black. Weather-shielding cotton build, all-season wear."
NK13832624,Nike,apparel,tops-and-t-shirts,basketball,women,35.5,0.0,in_stock,M,white,cotton,295,1,medium,4,False,all-season,4.67,17,5641,"Nike Nike - Women's Basketball T-Shirt. Women's tops and t shirts in white. Breathable cotton build, all-season wear."
NK13923352,Jordan,apparel,tops-and-t-shirts,basketball,women,45.68,0.2,in_stock,S,black,cotton,235,1,medium,4,False,all-season,4.52,16,5491,"Jordan (Her)itage - Women's Oversized Graphic T-Shirt. Women's tops and t shirts in black. Breathable cotton build, all-season wear."
NK13923354,Jordan,apparel,tops-and-t-shirts,basketball,women,45.68,0.2,low_stock,XS,orange,cotton,266,1,medium,4,False,winter,4.64,35,3487,"Jordan (Her)itage - Women's Oversized Graphic T-Shirt. Women's tops and t shirts in orange. Breathable cotton build, winter wear."
NK13923446,Jordan,apparel,tops-and-t-shirts,basketball,women,45.68,0.2,in_stock,XS,green,cotton,265,1,medium,4,False,summer,4.8,1,9514,"Jordan (Her)itage - Women's Oversized Graphic T-Shirt. Women's tops and t shirts in green. Breathable cotton build, summer wear."
NK14235976,Nike,apparel,tops-and-t-shirts,lifestyle,women,48.2,0.0,in_stock,XS,beige,cotton,227,1,medium,4,False,all-season,4.75,5,8272,"Nike Sportswear - Women's Top. Women's tops and t shirts in beige. Breathable cotton build, all-season wear."
NK13808529,Nike,apparel,tops-and-t-shirts,running,women,82.49,0.0,in_stock,M,multi,cotton,237,1,medium,4,False,summer,4.55,26,5049,"Nike The Polo - Women's Polo. Women's tops and t shirts in multi. Breathable cotton build, summer wear."
NK13816735,Nike,apparel,tops-and-t-shirts,lifestyle,women,95.19,0.0,in_stock,M,grey,polyester,259,1,medium,5,False,summer,4.52,20,5878,"Nike Sportswear Dri-FIT ADV Tech Pack - Women's Engineered Long-Sleeve Top. Women's tops and t shirts in grey. Highly breathable polyester build, summer wear."
NK13996666,Nike,apparel,tops-and-t-shirts,lifestyle,women,35.5,0.0,in_stock,L,black,cotton,249,1,medium,4,False,summer,4.21,332,1107,"Nike Sportswear - Women's Metallic T-Shirt. Women's tops and t shirts in black. Breathable cotton build, summer wear."
NK13996668,Nike,apparel,tops-and-t-shirts,lifestyle,women,35.5,0.0,in_stock,L,purple,cotton,286,1,medium,4,False,winter,4.51,23,5100,"Nike Sportswear - Women's Metallic T-Shirt. Women's tops and t shirts in purple. Breathable cotton build, winter wear."
NK1009420749,Nike,apparel,tops-and-t-shirts,football,women,95.19,0.0,out_of_stock,XL,grey,polyester,247,1,medium,4,False,all-season,4.8,4,8745,"Nike Paris Saint-Germain 2022/23 Stadium Away - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in grey. Breathable polyester build, all-season wear."
NK13089585,Nike,apparel,tops-and-t-shirts,football,women,34.23,0.0,in_stock,XL,multi,polyester,158,1,medium,4,False,summer,4.08,9,7967,"Nike Dri-FIT Strike - Women's Short-Sleeve Football Top. Women's tops and t shirts in multi. Breathable polyester build, summer wear."
NK13381900,Nike,apparel,tops-and-t-shirts,football,women,34.23,0.0,in_stock,XS,multi,polyester,137,1,medium,4,False,all-season,4.54,85,2337,"Nike Dri-FIT Strike - Women's Short-Sleeve Football Top. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK13983502,Nike,apparel,tops-and-t-shirts,football,women,35.5,0.0,in_stock,L,white,cotton,261,1,medium,4,False,all-season,4.34,16,6346,"Nike Inter Milan Swoosh - Women's Football T-Shirt. Women's tops and t shirts in white. Breathable cotton build, all-season wear."
NK14043042,Nike,apparel,tops-and-t-shirts,skateboarding,women,57.09,0.0,in_stock,XXL,grey,cotton,285,1,medium,4,False,all-season,4.54,1,9820,"Nike SB - Raglan Skate T-Shirt. Women's tops and t shirts in grey. Breathable cotton build, all-season wear."
NK14043046,Nike,apparel,tops-and-t-shirts,skateboarding,women,57.09,0.0,in_stock,S,multi,cotton,257,1,medium,4,False,all-season,4.67,55,3104,"Nike SB - Raglan Skate T-Shirt. Women's tops and t shirts in multi. Breathable cotton build, all-season wear."
NK12835814,Nike,apparel,tops-and-t-shirts,football,women,57.75,0.35,in_stock,XL,white,cotton,247,1,medium,4,False,all-season,4.55,104,1618,"Nike Croatia 2020 Stadium Home - Women's Football Shirt. Women's tops and t shirts in white. Breathable cotton build, all-season wear."
NK13919016,Nike,apparel,tops-and-t-shirts,lifestyle,women,44.39,0.0,in_stock,S,black,cotton,142,1,medium,5,False,summer,4.15,19,6299,"Nike Sportswear Swoosh - Women's Cropped Cami Tank. Women's tops and t shirts in black. Highly breathable cotton build, summer wear."
NK1009422392,Nike,apparel,tops-and-t-shirts,football,women,95.19,0.0,in_stock,L,white,polyester,288,1,medium,4,False,all-season,3.89,11,8131,"Nike Atl̩tico Madrid 2022/23 Stadium Home - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in white. Breathable polyester build, all-season wear."
NK13921913,Nike,apparel,tops-and-t-shirts,football,women,76.14,0.0,in_stock,M,red,polyester,270,1,medium,4,False,all-season,4.55,70,2881,"Nike Liverpool F.C. Strike - Women's Nike Dri-FIT Football Drill Top. Women's tops and t shirts in red. Breathable polyester build, all-season wear."
NK13121164,Nike,apparel,tops-and-t-shirts,tennis,women,35.52,0.3,in_stock,XXL,white,polyester,106,1,medium,4,False,all-season,4.33,2,9190,"Nike NikeCourt Dri-FIT Victory - Women's Short-Sleeve Tennis Top (Plus Size). Women's tops and t shirts in white. Breathable polyester build, all-season wear."
NK14042751,Nike,apparel,tops-and-t-shirts,lifestyle,women,48.2,0.0,in_stock,XL,black,cotton,237,1,medium,4,False,winter,4.85,62,2641,"Nike Air - Women's T-Shirt. Women's tops and t shirts in black. Breathable cotton build, winter wear."
NK14042755,Nike,apparel,tops-and-t-shirts,lifestyle,women,48.2,0.0,low_stock,XXL,multi,cotton,238,1,medium,4,False,all-season,4.87,23,4657,"Nike Air - Women's T-Shirt. Women's tops and t shirts in multi. Breathable cotton build, all-season wear."
NK14075688,Nike,apparel,tops-and-t-shirts,training,women,48.2,0.0,in_stock,M,red,cotton,278,1,medium,4,False,all-season,4.24,73,3022,"Nike Air - Women's T-Shirt. Women's tops and t shirts in red. Breathable cotton build, all-season wear."
NK13094435,Nike,apparel,tops-and-t-shirts,tennis,women,50.74,0.0,low_stock,L,navy,polyester,110,1,medium,4,False,summer,4.17,5,8906,"Nike NikeCourt Dri-FIT Victory - Women's Short-Sleeve Tennis Top. Women's tops and t shirts in navy. Breathable polyester build, summer wear."
NK14075739,Nike,apparel,tops-and-t-shirts,running,women,48.2,0.0,in_stock,XXL,black,cotton,269,1,medium,4,False,summer,4.71,21,5137,"Nike Air - Women's T-Shirt. Women's tops and t shirts in black. Breathable cotton build, summer wear."
NK13710775,Nike,apparel,tops-and-t-shirts,running,women,38.7,0.197,in_stock,L,black,polyester,154,1,medium,4,False,all-season,4.67,83,1954,"Nike Air Dri-FIT - Women's Short-Sleeve Running Top. Women's tops and t shirts in black. Breathable polyester build, all-season wear."
NK13921915,Nike,apparel,tops-and-t-shirts,football,women,76.14,0.0,in_stock,XS,multi,polyester,280,1,medium,4,False,all-season,3.77,47,4752,"Nike F.C. Barcelona Strike - Women's Nike Dri-FIT Football Drill Top. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK13983419,Nike,apparel,tops-and-t-shirts,football,women,35.5,0.0,in_stock,XS,blue,cotton,257,1,medium,4,False,summer,4.36,1,9837,"Nike Chelsea FC Crest - Women's Football T-Shirt. Women's tops and t shirts in blue. Breathable cotton build, summer wear."
NK13711149,Nike,apparel,tops-and-t-shirts,running,women,50.76,0.2,in_stock,S,black,cotton,210,1,medium,4,False,summer,4.59,70,2305,"Nike Air - Women's Running Midlayer. Women's tops and t shirts in black. Breathable cotton build, summer wear."
NK13161186,Nike,apparel,tops-and-t-shirts,lifestyle,women,29.15,0.0,in_stock,S,black,cotton,139,1,medium,5,False,summer,3.98,94,2716,"Nike Sportswear Essential - Women's Tank. Women's tops and t shirts in black. Highly breathable cotton build, summer wear."
NK13422920,Nike,apparel,tops-and-t-shirts,lifestyle,women,39.97,0.3,in_stock,S,multi,polyester,168,1,medium,5,False,all-season,4.75,39,2876,"Nike Sportswear Dri-FIT ADV Tech Pack - Women's Short-Sleeve Top. Women's tops and t shirts in multi. Highly breathable polyester build, all-season wear."
NK14075807,Nike,apparel,tops-and-t-shirts,training,women,29.15,0.0,in_stock,S,multi,polyester,133,1,medium,4,False,all-season,3.68,24,6291,"Nike Dri-FIT Swoosh Fly - Women's Short-Sleeve T-Shirt. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK14075804,Nike,apparel,tops-and-t-shirts,lifestyle,women,29.15,0.0,low_stock,XXL,white,polyester,180,1,medium,4,False,all-season,4.45,86,2372,"Nike Dri-FIT Swoosh Fly - Women's Short-Sleeve T-Shirt. Women's tops and t shirts in white. Breathable polyester build, all-season wear."
NK13882680,Nike,apparel,tops-and-t-shirts,football,women,29.15,0.0,in_stock,XS,red,cotton,285,1,medium,4,False,all-season,4.7,26,4425,"Nike Liverpool F.C. - Women's T-Shirt. Women's tops and t shirts in red. Breathable cotton build, all-season wear."
NK14247389,Nike,apparel,tops-and-t-shirts,football,women,48.2,0.0,in_stock,M,black,polyester,256,1,medium,4,False,all-season,3.61,2,9882,"Nike Dri-FIT Academy - Women's Drill Top. Women's tops and t shirts in black. Breathable polyester build, all-season wear."
NK13891322,Nike,apparel,tops-and-t-shirts,basketball,women,50.74,0.0,in_stock,L,multi,polyester,147,1,medium,4,False,all-season,4.83,8,7328,"Nike Paris Saint-Germain Strike Away - Women's Jordan Dri-FIT Short-Sleeve Football Top. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK14040513,Nike,apparel,tops-and-t-shirts,skateboarding,women,57.09,0.0,in_stock,M,grey,cotton,272,1,medium,4,False,all-season,4.63,179,1443,"Nike SB - Raglan Skate T-Shirt. Women's tops and t shirts in grey. Breathable cotton build, all-season wear."
NK14040517,Nike,apparel,tops-and-t-shirts,skateboarding,women,57.09,0.0,in_stock,M,white,cotton,242,1,medium,4,False,all-season,3.87,16,7221,"Nike SB - Raglan Skate T-Shirt. Women's tops and t shirts in white. Breathable cotton build, all-season wear."
NK13766121,Nike,apparel,tops-and-t-shirts,outdoor,women,76.14,0.0,in_stock,XL,black,cotton,247,1,medium,4,True,all-season,4.59,30,4594,"Nike ACG 'Steeple Rock' - Women's 1/2 Zip Base Layer. Women's tops and t shirts in black. Breathable cotton build, waterproof, all-season wear."
NK13241933,Nike,apparel,tops-and-t-shirts,football,women,60.9,0.0,in_stock,M,white,polyester,322,1,medium,4,False,all-season,4.71,2,9428,"Nike Dri-FIT Park 7 - Women's Football Shirt. Women's tops and t shirts in white. Breathable polyester build, all-season wear."
NK13886938,Nike,apparel,tops-and-t-shirts,football,women,35.52,0.2,in_stock,S,multi,cotton,169,1,medium,5,False,summer,4.13,46,3491,"Nike Sportswear - Women's Jersey Tank Top. Women's tops and t shirts in multi. Highly breathable cotton build, summer wear."
NK13914510,Nike,apparel,tops-and-t-shirts,running,women,48.2,0.0,in_stock,XXL,black,polyester,137,1,medium,5,False,summer,4.27,50,3709,"Nike Air Dri-FIT - Women's Running Tank (Plus size). Women's tops and t shirts in black. Highly breathable polyester build, summer wear."
NK14072012,Jordan,apparel,tops-and-t-shirts,basketball,women,57.09,0.0,in_stock,S,multi,cotton,130,1,medium,5,False,summer,4.11,486,958,"Jordan Sport - Women's Mesh Tank. Women's tops and t shirts in multi. Highly breathable cotton build, summer wear."
NK13818096,Nike,apparel,tops-and-t-shirts,lifestyle,women,57.09,0.0,low_stock,XXL,black,cotton,210,1,medium,4,False,winter,4.21,66,3297,"Nike Air - Women's Ribbed Long-Sleeve Full-Zip Top (Plus Size). Women's tops and t shirts in black. Breathable cotton build, winter wear."
NK13891306,Nike,apparel,tops-and-t-shirts,football,women,50.74,0.0,in_stock,M,navy,cotton,180,1,medium,4,False,all-season,4.0,82,3091,"Nike Chelsea F.C. Collection Essentials - Women's Oversized Short-Sleeve Top. Women's tops and t shirts in navy. Breathable cotton build, all-season wear."
NK14078579,Nike,apparel,tops-and-t-shirts,running,women,41.85,0.0,in_stock,M,multi,polyester,161,1,medium,5,False,summer,4.31,2,9622,"Nike Dri-FIT One - Women's Running Tank. Women's tops and t shirts in multi. Highly breathable polyester build, summer wear."
NK13355783,Nike,apparel,tops-and-t-shirts,running,women,33.62,0.197,in_stock,S,white,polyester,164,1,medium,4,False,all-season,4.4,10,6755,"Nike Dri-FIT Race - Women's Short-Sleeve Running Top. Women's tops and t shirts in white. Breathable polyester build, all-season wear."
NK13922399,Nike,apparel,tops-and-t-shirts,football,women,76.14,0.0,in_stock,XS,multi,polyester,243,1,medium,4,False,summer,3.85,387,1239,"Nike Paris Saint-Germain Strike - Women's Nike Dri-FIT Football Drill Top. Women's tops and t shirts in multi. Breathable polyester build, summer wear."
NK13591226,Nike,apparel,tops-and-t-shirts,football,women,69.79,0.0,in_stock,XL,multi,cotton,241,1,medium,4,False,all-season,3.22,75,4384,"Nike FFF - Women's Nike Pre-Match Football Top. Women's tops and t shirts in multi. Breathable cotton build, all-season wear."
NK14078610,Nike,apparel,tops-and-t-shirts,lifestyle,women,76.14,0.0,in_stock,XXL,pink,polyester,231,1,medium,4,False,summer,4.34,43,4107,"Nike Dri-FIT Victory - Women's Golf Polo. Women's tops and t shirts in pink. Breathable polyester build, summer wear."
NK14078374,Nike,apparel,tops-and-t-shirts,training,women,76.14,0.0,in_stock,L,black,polyester,161,1,medium,4,False,summer,4.71,263,1138,"Nike Dri-FIT Victory - Women's Golf Polo. Women's tops and t shirts in black. Breathable polyester build, summer wear."
NK13922397,Nike,apparel,tops-and-t-shirts,football,women,76.14,0.0,in_stock,XS,multi,polyester,233,1,medium,4,False,all-season,4.54,7,8099,"Nike Tottenham Hotspur Strike - Women's Nike Dri-FIT Football Drill Top. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK13913999,Nike,apparel,tops-and-t-shirts,tennis,women,55.84,0.2,in_stock,L,multi,polyester,270,1,medium,4,False,summer,4.79,37,3253,"Nike NikeCourt Dri-FIT - Women's Tennis Top. Women's tops and t shirts in multi. Breathable polyester build, summer wear."
NK14072281,Jordan,apparel,tops-and-t-shirts,basketball,women,82.49,0.0,in_stock,M,black,cotton,268,1,medium,4,False,all-season,3.73,43,5059,"Jordan Flight - Women's Mock Neck Long-Sleeve Top. Women's tops and t shirts in black. Breathable cotton build, all-season wear."
NK14009920,Nike,apparel,tops-and-t-shirts,football,women,35.5,0.0,in_stock,M,white,cotton,241,1,medium,4,False,all-season,4.6,19,5471,"Nike Liverpool F.C. - Women's T-Shirt. Women's tops and t shirts in white. Breathable cotton build, all-season wear."
NK14040522,Nike,apparel,tops-and-t-shirts,skateboarding,women,88.84,0.0,in_stock,XXL,blue,nylon,280,1,medium,1,False,winter,4.61,3,9240,"Nike SB - Woven Skate Long-Sleeve Button Down. Women's tops and t shirts in blue. Warm and insulating nylon build, winter wear."
NK13145236,Nike,apparel,tops-and-t-shirts,football,women,88.84,0.0,in_stock,XS,multi,polyester,239,1,medium,4,False,all-season,4.38,168,1756,"Nike Kaizer Chiefs F.C. 2021/22 Stadium Home - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK1009420778,Nike,apparel,tops-and-t-shirts,football,women,95.19,0.0,out_of_stock,XS,yellow,polyester,284,1,medium,4,False,all-season,4.7,25,4961,"Nike F.C. Barcelona 2022/23 Stadium Away - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in yellow. Breathable polyester build, all-season wear."
NK13327421,Nike,apparel,tops-and-t-shirts,football,women,62.19,0.3,out_of_stock,S,black,polyester,284,1,medium,4,False,summer,4.69,41,2974,"Nike Inter Milan 2021/22 Stadium Third - Women's Nike Dri-FIT Football Shirt. Women's tops and t shirts in black. Breathable polyester build, summer wear."
NK14075907,Nike,apparel,tops-and-t-shirts,lifestyle,women,38.04,0.0,in_stock,S,black,cotton,286,1,medium,4,False,all-season,4.8,9,7005,"Nike Sportswear - Women's Slim Cropped T-Shirt. Women's tops and t shirts in black. Breathable cotton build, all-season wear."
NK14075912,Nike,apparel,tops-and-t-shirts,lifestyle,women,38.04,0.0,in_stock,XS,multi,cotton,262,1,medium,4,False,all-season,4.77,8,7308,"Nike Sportswear - Women's Slim Cropped T-Shirt. Women's tops and t shirts in multi. Breathable cotton build, all-season wear."
NK14000359,Nike,apparel,tops-and-t-shirts,football,women,35.5,0.0,in_stock,XL,yellow,cotton,235,1,medium,4,False,all-season,4.26,14,6799,"Nike England - Women's Football T-Shirt. Women's tops and t shirts in yellow. Breathable cotton build, all-season wear."
NK13855031,Nike,apparel,tops-and-t-shirts,running,women,43.78,0.092,in_stock,XXL,multi,polyester,223,1,medium,4,False,all-season,4.33,16,6160,"Nike Dri-FIT Swoosh Run - Women's 1/4-Zip Running Midlayer. Women's tops and t shirts in multi. Breathable polyester build, all-season wear."
NK13711473,Nike,apparel,tops-and-t-shirts,running,women,38.7,0.197,low_stock,XXL,black,polyester,192,1,medium,4,False,all-season,4.61,101,1762,"Nike Dri-FIT Swoosh Run - Women's 1/4-Zip Running Midlayer. Women's tops and t shirts in black. Breathable polyester build, all-season wear."
NK13426023,Nike,apparel,tops-and-t-shirts,lifestyle,women,50.76,0.2,in_stock,L,pink,fleece,284,1,medium,1,False,winter,3.03,37,5793,"Nike Therma-FIT One - Women's Long-Sleeve 1/2-Zip Top. Women's tops and t shirts in pink. Warm and insulating fleece build, winter wear."
NK13823517,Jordan,apparel,tops-and-t-shirts,basketball,women,38.7,0.197,in_stock,M,brown,cotton,207,1,medium,4,False,all-season,4.42,6,7814,"Jordan (Her)itage - Women's Long-Sleeve T-Shirt. Women's tops and t shirts in brown. Breathable cotton build, all-season wear."
NK13823602,Jordan,apparel,tops-and-t-shirts,basketball,women,38.7,0.197,in_stock,L,multi,cotton,256,1,medium,4,False,summer,3.76,3,9404,"Jordan (Her)itage - Women's Long-Sleeve T-Shirt. Women's tops and t shirts in multi. Breathable cotton build, summer wear."
NK13882749,Nike,apparel,tops-and-t-shirts,football,women,29.15,0.0,low_stock,L,blue,cotton,267,1,medium,4,False,all-season,4.54,79,2414,"Nike Liverpool F.C. - Women's T-Shirt. Women's tops and t shirts in blue. Breathable cotton build, all-season wear."
NK12835793,Nike,apparel,tops-and-t-shirts,football,women,57.75,0.35,in_stock,L,red,cotton,227,1,medium,4,False,all-season,4.85,91,1568,"Nike Norway 2020 Stadium Home - Women's Football Shirt. Women's tops and t shirts in red. Breathable cotton build, all-season wear."
NK13072948,Nike,apparel,tops-and-t-shirts,tennis,women,50.76,0.2,in_stock,XL,white,cotton,256,1,medium,4,False,summer,3.48,15,7310,"Nike NikeCourt Victory - Women's Tennis Polo Shirt. Women's tops and t shirts in white. Breathable cotton build, summer wear."
NK13807998,Nike,apparel,tops-and-t-shirts,training,women,28.54,0.196,in_stock,XXL,pink,polyester,148,1,medium,4,False,all-season,3.18,10,8311,"Nike Dri-FIT One - Women's Standard-Fit Short-Sleeve Top. Women's tops and t shirts in pink. Breathable polyester build, all-season wear."
NK13818447,Nike,apparel,tops-and-t-shirts,football,women,35.5,0.0,out_of_stock,S,orange,cotton,251,1,medium,4,False,all-season,3.62,24,6474,"Nike F.C. Barcelona - Women's Football T-Shirt. Women's tops and t shirts in orange. Breathable cotton build, all-season wear."
